ratings,text
5,I just signed up with Tuas Power. Share same billing SP so just 1 bill to track for utilities and no need pay for paper billing. Also don't pay any new deposit. POSB Everyday Mastercard get 1% rebate for SP bill. 1 NTUC Link point for every 8 KWH. I chose the 18mth plan.
5,"Finally signed up with Tuas Power (TP) . 1. TP has a competitive fixed rate = 17.98. Not the lowest (Geneco and Sembcorp is lowest at 17.78) but +0.2 cents higher per KWH is not a game changer. It's about $0.80 per month if you consume 400KWH/mth. 2. TP is one of the handful of suppliers that bills via SP. So you stay with your current, normal SP paper bill. This convenience and simplicity is important to me. My life is complicated enough. Other suppliers will be a new separate bill to manage, and new GIRO/recurring payment to monitor. Also, they will charge for paper bill. 3. Since your billing stays with SP, you don't pay any new deposit. Many other suppliers will have new deposit (although the electricity portion of your SP deposit will be refunded to you via offset to your SP bill ie. gas and water). Should be neutral financial impact. But for me, it's thankfully one less thing to monitor. 4. TP has no recurring charges or admin fees, and the 17.98 includes any carbon tax, transmission loss fee etc. To be fair, many of the other suppliers are the same. 5. The sign-on rebate is $30 currently for 1Q19, and if you use a referral code, you get an additional $20. So total $50 sign-on rebate which applies equally to 18, 24 and 36 month contracts. The highest rebate I've seen so far is $60 for 36 month contract from Geneco, and $60 for 24 month from Sembcorp. I eventually took a 18 month contract from TP and with the $50, it is the highest rebate/mth. 6. I have POSB Everyday Mastercard. So continue to get 1% rebate for every SP bill. I hear other suppliers may get up to $40 one time rebate for other bank's cards. Have to see each bank's T&C. Anyway I cannot be bothered to get a new credit card. 7. Get 1 NTUC Link point for every 8 KWH. Free to get a NTUC Plus card at Plus.com.sg "
5,When you apply online you will get $30 NTUC voucher. 
5,"I chose Tuas Power Fixed 18-months 17.98cents/kWh plan. Reasons for me choosing Tuas Power are: 1) 25% saving in monthly electricity bills (Paying just 17.98cents/kWh instead SP Group rate) 2) I want a hardcopy bill and I don't want to pay a single cents extra for it 3) No security deposit needed if switching from SP Services 4) Better value for money option (i) I do not mind signing for a 24months contract. However, since Tuas Power have a 18-months contract offering the same attractive rate (17.98cents/kWh) as other majority retailers who required to lock you down for 24 months (ii) Given the shorter contract period, I will be able to jump to another retailers to enjoy ""sign up bonus"" and ""attractive market rate"" if Tuas Power failed to retain me as their customer. 5) I am a NTUC Linkpoints customer. Beside the one time 1,000 linkpoints sign up bonus, Tuas Power also provide 1 linkpoint per every 8kWh usage. I love such recurring benefit. 6) I am a POSB Everyday cardholder. This allow me to get 1% cash rebate on my monthly bill. "
5,"I actually compared quite a few and the main reason why I chose Tuas was the indirect billing since I like things integrated with my current utilities bill. They also have NTUC Linkpoints with the account. One tip is that for the FIX36, I noticed that the contract states non-standard pricing. Unlike the 24 months one. What this means is that they have the right to change the pricing along the way. So I signed up for FIX24 which was a standard contract. "
5,I have made numerous comparisons among the oem providers and found that customer service by Tuas Power and the current promotion is most attractive as of now. It is also a plus point that there is no separate billing and hence current mode of payment to SP still applies.
5,"You will get a total of $50 NTUC vouchers, additional $20 vouchers!!"
5,Best power plan for you: 1) Shortest Contract of 18 months available for the price point. (Longer contracts available 18/25/36 mths Fixed Rate. 6/24 mth for Discount Rate.) 2) Same SP meter billing. No need deposit or additional charges. 1 bill for all utilities. 3) $50 NTUC voucher (sign up online only) ($30 + $20 using Referral Code) (We both win!) 4) 1% cash rebates with POSB Everyday card 5) Earn NTUC LinkPoints. Free Plus! membership. 1 Linkpoint for every 8kWh. No reason to wait. I've already assessed this to be the best deal. 
5,"After going through all the various providers, i found that Tuas Power offers the best gifts/vouchers upon sign up. If you recommend to your friends or relatives, you get additional vouchers. In addition can get link points for a fixed kw of usage. "
5,When you apply online you will get $30 NTUC voucher 
5,t's very fast and easy. I applied in less than 15 mins. We will paying one SP Service bill while accumulating NTUC LinkPoints. 
5,"I sign up for 36 month with tuas power. Why? I believe oil is heading higher into the future, and even if that does not come about the cost of running the company will, that is a 100% sure thing and when contract end, i do not think u are going to get a rate better than it is offer now. So i think u should go for longer the contract of 36 months the better. If there is 72 months contract, i will go for that too. You will smile and thank me when you see oil at 100$ above to as high as 150$"
4,Apply online at www.savewithtuas.com to get $30 NTUC voucher Enjoy link points also when you subscribe to Tuas Power! Subscribed to Tuas PowerFix 25 months @ fixed rate of 17.98 cents/kWh. This gives a savings of approx 25% p.a.. 
5,"FYI, although the PowerFix plan is cheaper then the PowerDo plan, it is not considered a standard plan (i.e. non-standard plan) and there are some additional clauses in the footnotes. Hence I went with PowerFix18 (18 months -shortest contract, vs the 36 months) as I wanted to see what are the additional cost incurred if any."
5,best option now available now in the market 
5,"Decided to sign up Tuas power after going thru few roadshow & research online. Promoter is very knowledgeable & able to answer all my queries. Fuss free as integrated with SP bill, 1 linkpoint earn for every 8kwh, own power plant. "
5,Decided to sign up with Tuas Power after researching online - IMO it has one of the best value and has been around for awhile. 
5,"No regrets signing up with Grid! Made a mistake with my first registration but Gladys was quick to solve the issue within a day. Received my sim card a few days later and the port-in took place a couple hours later. Notice some issue with the data connection but Gladys again, handled the matter efficiently. Everything was smooth and pretty much hassle-free. Only my 2nd day using, no issue so far, will recommend!"
